"nlrc" "nsrc" "wn"
820.108169677221 781.776065970402 783.710029991155
788.493372116034 774.802030523919 753.223286703192
829.260619744081 763.591196764741 870.226291842522
827.183720784323 783.051658861051 796.53335351546
812.435748416393 792.399333806254 832.070175501984
816.967468749932 803.836597471821 817.213910062091
802.570365091217 822.276840097087 800.537254621216
772.764767219271 795.449801573823 826.269046580456
772.642574963868 771.871324726819 843.453501047861
744.422699409415 761.096938301913 828.358813310632
779.887434360293 757.87841314627 780.03223152843
765.913198983033 729.564191486347 745.766255232306
741.897281223807 749.766009287048 773.212396986803
724.589236061004 817.797741852388 845.212647692181
731.784629540295 822.669479867516 859.785626403344
794.977584994102 827.69350765863 835.582340278749
721.478566984012 869.45884596071 866.968408857846
760.929682466434 816.789318429623 787.56612709252
779.209566897347 779.039276782502 847.562451569872
726.300682457873 818.329588642508 808.528802468403
797.139285878656 856.144990185838 816.01002382998
776.023644623643 896 799.210529593491
750.281532113201 869.558705497706 804.353927511985
741.689744805883 838.956059421913 791.994406659916
765.042731781991 806.81329768908 794.889627513693
782.439997985317 731.114486022643 840.128412075504
830.805695074836 870.198129581687 846.505388456326
841.716707008218 849.702429287408 812.529249044259
812.715206660308 819.795204713298 851.022635539847
775.594192021181 790.80761059838 866.16958496138
758.371990116381 774.606286117063 796.542202322441
782.950397996771 755.836794030262 794.63878323992
746.065153145544 731.652136993397 811.239806010887
821.174782601375 757.289854333115 844.495515272207
819.36158064609 805.429528952548 812.684209245683
810.867603774787 822.519999966177 760.185961051831
756.371201249668 818.531098472786 819.154720824693
780.992655806543 810.491390182601 794.337446624609
779.73774649337 832.807331175909 868.433825914305
799.010836118695 829.964689978741 802.973254558003
842.623080044932 839.290509113195 785.367013569581
820.183437650084 839.313553066951 886.0642142787
774.605466606841 812.636434964207 841.762748373648
781.571022513468 809.716714749889 838.56971947296
806.74966233925 837.597950034325 832.464323125951
775.254882394163 810.261307761859 776.40393840022
784.058205091128 801.725697812058 764.408415993324
729.27961402816 830.992229419925 827.021997158186
787.138834959902 800.493654477158 858.515192424569
789.040907727465 840.006215899967 851.446351551527
800.53614440984 808.711213083831 833.050863064135
783.403114642552 753.56766249458 856.654326305882
793.463771185656 735.814630276201 765.133592448248
750.764248379469 793.141625849632 882.710413072459
776.363680625907 849.115173690093 795.392087366185
784.550153776517 855.348283025946 796.653305054961
792.756969416999 778.344418529386 835.573000381539
746.666459317954 822.523060280578 812.007026315387
715.392961726577 754.412111434823 812.121671639983
718.464828654905 814.254808641342 779.666725611913
772.584786728535 760.454352945037 789.308586352548
740.936281558121 749.928562649613 853.130244469036
737.775407785835 726.234060559954 810.318171508503
708.979406461141 704 790.887995279537
738.430751477401 708.192168751923 776.45875066231
739.266311627214 770.710676085985 752.286209255784
784.780780121665 785.888364978985 812.314601122839
784.555971137532 789.932033855568 776.46148604204
777.253474701149 748.519327937722 836.2632252103
753.770102993779 819.591862304766 817.602890835358
808.02892596324 813.767447310613 760.986342463793
737.8099272718 824.663991913296 827.929912838464
731.734090066273 802.453989557691 822.749070076749
730.729992727225 849.814731209304 825.107997112516
