"nlrc" "nsrc" "wn"
877.461846518163 849.136703634073 811.379782286466
896 820.185803634623 816.550964133039
846.956844505359 799.813637638865 802.603899136297
876.805617296163 817.709131629358 819.27453999251
891.591390748423 814.855097462745 762.875827575138
854.842583534631 848.358412248027 853.138625302768
832.219817533238 820.63133558029 802.360060030361
880.159610021645 830.716953069019 784.077602191296
826.256447088227 815.090847142558 830.1903761526
859.075466149461 815.835923189102 716.343603522952
800.286659195541 821.740781556085 826.765609978047
817.446465284332 801.006092403431 840.802345728315
824.109131543103 786.891270371591 832.392168647841
783.909835051825 807.279268279122 770.85117521108
776.014901978428 758.434061280152 761.4780398471
807.037338859051 782.115955126726 782.338666070613
789.261146083258 822.760157015864 806.358901892933
747.794950464479 864.113627373413 805.917570815686
732.772399420652 812.290606355098 759.4256187922
774.781525037265 806.978058868347 808.447198214469
764.591565065346 876.721220930275 829.565865436501
786.453793750368 814.469427014668 780.965948736916
807.101492271496 790.653482470271 857.889126718777
804.931004777612 784.451569626454 835.271353038567
796.794643974694 813.964771709988 797.368509742871
793.851853107503 788.535744052156 822.927599898501
758.06978411414 778.96572579174 803.352030978495
735.482370304107 723.671625625263 744.764204693466
725.611892599532 769.585141089446 770.272155760306
782.188224265688 759.360200594336 896
769.718227369914 774.605191005727 777.581266477529
754.166540064309 738.330117538752 797.683827822021
763.828131351051 784.410009652187 781.459911319443
723.595551801639 803.202024378654 775.37382137958
753.021938347877 788.128662434319 798.12399572947
761.068336292593 856.537194016016 797.538944018517
775.3931761087 834.203985219108 822.569422161285
764.701115763526 845.996682917884 851.756149782161
720.568263070767 861.070575788545 796.656992051353
736.983335434055 839.44130922386 786.846091275424
714.098062893063 810.100488064336 851.865766459972
743.00228840308 775.444435373263 814.380086603667
704 853.930621376347 817.932121547874
751.080826998461 844.582634411786 816.929174354131
779.677948360553 793.221961272427 822.298833550629
810.108593665815 785.191926579123 770.857809652021
787.131776638102 772.975016876483 865.344536507234
791.726471621496 801.403150279202 787.714842722521
812.206340028309 886.373535843643 871.498582184534
801.182570046196 876.908642015837 807.049616719347
801.859937492941 823.67177388026 816.456036969308
784.596266165776 842.522027563712 831.83094482849
801.380015199496 840.250253181824 857.509955058052
852.28170386411 812.757071815171 824.734221994654
805.355407485316 851.193693988212 778.095295278059
818.668887484232 867.782264642176 845.976698230405
863.889560805289 846.313485762795 726.633595791467
837.001233521606 826.489434982311 783.389525789839
835.926863118677 793.986263212083 712.944612399913
830.891269289479 819.48346005567 791.627403106275
838.732962272533 818.281301944105 760.026888111419
852.021749413434 797.284476796532 838.819794336259
810.287323862024 770.276543909242 804.051356451898
824.942330948419 775.249213854421 755.061428782537
824.384134837398 785.089885408737 815.86910784358
813.267824156613 830.604291597987 751.131740635824
811.942228174789 818.735298254677 863.87127377099
854.600361900281 826.18441244122 864.396286977506
834.110947058125 853.23123057545 784.202679167174
844.99855109519 873.159230532747 807.354779256203
809.887883152941 793.077501417268 786.221549152324
877.457230879716 841.137575949069 779.156784171163
841.104297329784 815.224864380251 838.566005438222
837.456617139819 837.113001334203 749.548192239332
802.988443146005 863.41503632043 870.381763376304
840.458830702857 833.011908039858 722.19210249941
808.49660382854 815.59072353879 789.241045833218
