"nlrc" "nsrc" "wn"
811.816701289252 833.298881398984 830.710697502954
777.234139348616 785.986120552153 789.182781239703
803.281288315398 812.384297115023 753.326544624647
827.292536243898 825.032678845035 830.15392562122
832.7103636238 838.283873433968 790.185129834503
873.24720438272 823.378019063594 778.352560444436
871.733780621823 808.943558439041 787.205544814246
829.403217378328 872.976076111617 801.149535742463
853.033881705217 831.332424999778 846.254090823151
777.054779607703 825.918838109947 821.43217179169
824.327399074815 738.99690508845 793.78196989266
801.063341178464 704 814.876730337553
830.19918745333 745.57131914288 853.022887768711
828.254930451503 780.536141475362 795.192177695559
810.090679541442 777.708685584799 799.125412657959
824.354331403538 788.172360203651 796.722741718146
772.462502815386 831.5486342657 863.955372315818
771.196180804462 824.853700989172 829.645461216394
782.043514667118 807.771472380845 741.884619639671
795.933994975392 833.786715578878 850.069234154037
786.019964611469 851.519646772488 792.449801095387
789.446139011623 801.845855475004 791.030745987712
773.893825276204 819.335248553629 832.662484692777
823.716622028386 801.421349053656 814.235782914232
815.680260269821 803.803854673054 841.583805506967
861.787260430553 793.275759013091 840.210213953826
843.089150583709 757.747204689491 747.444318400762
853.678507179222 766.243028066447 817.309506849023
896 788.141842524312 775.364768494359
831.009225584621 799.49924706645 799.552112419862
837.64499871351 770.851372635618 812.423442216784
832.324965726609 802.205270620094 772.567346905245
846.319746332691 830.324142209675 775.33855442092
766.069920258856 877.5119902001 783.579512018946
796.306877310947 867.343536794475 760.984977020877
855.020063867829 859.587952708816 783.519087432017
851.709812518624 849.034250612596 830.805725176498
850.792945751331 822.136118841715 810.062051248235
818.420462041879 853.584668451576 809.878444854561
759.301197187397 852.373313831076 803.001261527601
796.673295742385 842.203291257393 798.740544744648
811.674200947886 780.481624318296 803.84671261132
851.828194097465 769.799779540327 734.27741647149
816.668605181985 833.053097590507 873.975072253367
859.830270138322 830.641105545629 798.122197290645
805.695850293172 874.599462810903 828.907861220102
831.332434278894 874.113028297087 787.912175380944
796.12797371263 817.126955415658 785.749779259672
787.643875037255 787.892649276501 765.955819348991
807.353327000622 819.006284960825 758.749799334012
841.045747200522 781.827481628832 766.198882992431
847.15991718048 784.788972704156 813.780386059429
812.555750530594 816.528468936465 728.981293838989
857.536928545362 825.664278362036 786.143043419636
803.149797320339 850.417950275414 833.918466246292
770.626776959768 830.236825874462 764.987711908646
792.873638303249 745.050564742343 769.411849776891
822.620883115079 798.910525664162 777.45372185434
881.40991959529 836.23413510632 830.081112535003
856.825964207418 821.176569375737 830.283847668995
832.827497898589 829.402624966485 804.823272051976
854.105390418179 812.493974182853 838.966505641151
857.945718161649 774.731186334312 786.71048848974
868.401253088742 800.903490112375 773.826663283061
792.469306448066 761.413623811275 753.919725966166
840.462712586872 779.722110247551 722.040324587637
793.914592793063 801.431727733426 763.124102008792
807.925855875046 790.131661415401 753.748482445827
777.528786519066 857.111278858954 857.469873258548
830.226658716172 839.162033588689 809.91691058654
824.314733693735 801.116378526705 766.985183832045
791.229753680636 792.075344118431 748.389072010888
816.049535386437 771.350226879011 763.283246169611
791.032705741131 739.079420180945 780.690238458822
742.329026957088 769.336064796875 762.549733004138
771.852672742739 784.724521454504 781.563164940798
704 715.37164828843 889.743101138603
756.646530192853 728.129143702772 802.189510462615
708.512723878244 754.188938741029 849.582405905746
755.708570511461 810.613893743153 771.018519018544
808.063912135543 849.05937687491 780.901194430818
776.017451237524 857.353987019711 793.213848871196
761.920475205958 833.163586393866 761.333539826236
755.031357885179 856.619398859202 768.597162441809
773.237375593828 885.609279784391 816.629563237631
776.97103487769 877.466769478719 778.805404298268
770.530100518485 862.233733014926 825.244042702444
738.511565150648 842.157810760364 759.919283268568
745.08485553533 828.576265769663 807.779844242478
800.877442657545 784.103910659258 799.222897533345
807.160862630317 776.742439456503 825.406749481886
766.513391553955 794.005523236028 773.942624029367
771.906843038597 767.735837339033 786.148857336884
835.356837988344 810.056814358619 799.662455018561
787.972211438041 806.371636393478 783.431286583449
789.467532489902 835.89782000875 844.052437453511
843.960622228321 804.312103374914 728.710441782622
837.908541706775 819.116637276112 771.931213568956
753.178379438959 786.027770897506 791.380194757963
773.404252800383 777.350524905091 787.086631186653
849.445386342377 763.84246093365 796.364821946287
867.512607825916 816.844103128258 812.665739428206
856.487409966201 822.11893644527 770.898309946936
865.830077645708 794.815327235581 811.460896841538
819.459379777774 813.473503047861 896
761.502139889414 753.434804666091 830.772863606442
787.539046501571 748.681944878227 800.599933849493
843.439749531687 790.653306843824 763.577627476956
860.16221077429 798.760149823158 794.912556209197
858.650798455757 831.701553906614 765.56706646245
829.695727925639 841.898636875158 779.494877568347
826.550252223938 858.097383429178 852.500171229303
828.572641289255 788.796662121162 805.178783943529
857.140979609654 820.646515514359 761.180190062102
831.098724033614 829.079655012171 821.859941007024
856.810117287552 860.608338035143 757.542745224773
835.459666753377 803.573290080604 774.412847409543
847.257595504455 792.67066721344 732.743018693163
877.596572541445 845.562856993479 776.925282808247
847.990514580034 838.426108103659 770.997609031261
856.582654750653 819.434675600955 815.349615289815
891.192480537565 787.905467763535 785.526639960452
846.608921753368 807.700287491732 752.52757376103
803.525778869044 812.366678584726 795.749678280928
793.491003562382 763.468566656033 752.514942611091
794.509297043394 772.647803675688 775.116923032099
829.285685324678 823.297828286687 809.561432410749
843.646477037607 840.082320745022 788.988058422032
786.838075654998 849.869983157087 785.868817226271
780.401846351357 860.126501602656 744.9871022224
804.533549796679 833.847294155044 830.954922770468
784.793116885488 860.604459578046 758.18157203242
802.93138893102 767.18063655754 816.74726898525
818.145888132672 748.676715889015 749.163317080579
784.467689307799 753.097001375026 724.112730190191
781.561373437525 799.696616553846 786.936404738494
856.184658008442 859.404034369377 796.899380569497
797.676322920732 856.383158012035 759.139156273015
855.401995950991 828.877250330372 769.960254059667
831.912812355451 817.339782188679 804.982184435658
830.700819407168 884.565957645977 745.471259021114
758.448666068222 896 805.879948831167
790.496703131004 841.43913429799 850.348365286948
792.835712174326 805.365668045198 775.353065086846
788.664459721672 815.277089451716 842.80894500955
777.741553346541 782.735380113262 784.949291231385
809.865868184297 800.624991658966 847.818817846795
759.857132990684 808.177271096246 758.297252363111
718.30102783818 789.522264642659 837.435263825994
804.711503099077 799.667361466596 774.931050400944
802.897472809988 766.021531185804 758.351166025637
778.193297586066 770.554943537439 853.208590784431
834.276415045597 803.300760334578 795.49721355231
804.912995235206 799.576095077623 802.832283220374
847.671786506933 764.83777924913 767.913920084514
804.769909699281 784.157469118082 842.825547096286
810.307210985558 803.961341036213 770.273555663126
773.825787984925 797.124549415328 795.856117559662
804.5901631192 842.746098383594 823.313810815598
732.65952239111 880.789447845587 825.987216945255
852.013694649283 790.211968102494 851.555985725906
782.12681404363 815.595122679068 826.893585388411
823.075323273095 831.182091810594 798.260402417236
782.44960762734 813.313404461144 826.1504846862
802.056101304971 795.732948893229 780.493170278907
787.87921872225 795.446220912322 799.48742581267
804.877886917798 758.348168074264 797.396098218954
819.468564334414 754.892785590956 783.05643379466
827.806469873461 760.626876442062 800.379681082311
812.997550285506 745.453962724433 791.256337203966
832.499690656199 786.323723122283 811.609450678401
792.608959497976 802.238016201112 792.589386580654
787.026067652928 814.676293524303 773.259679678032
776.313328527714 853.763984296992 813.765191313134
737.958318547923 817.93333054749 821.010235202884
744.183644588286 814.946754340309 809.210074775742
761.891196160085 823.78927120035 737.901015183911
806.918851793164 815.057643768849 814.602705256261
835.079855200217 786.28676764934 795.005088966315
818.943104907174 764.514409651997 704
790.780273489742 780.386296119983 834.166354896451
757.645132005236 805.091507148943 829.278252576367
806.883724945658 801.643874991782 821.93532800693
794.64564324152 756.915776417332 851.228047465231
777.597893867969 775.816923153318 780.825830650504
776.499248272072 809.865820488442 786.215922290742
