"nlrc" "nsrc" "wn"
887.520857158847 823.851123899813 819.752265999491
896 773.383424134176 799.99665070721
864.669600555383 785.345815187051 758.837351935448
865.315684584619 794.09669531827 772.237200491118
864.027360034241 819.716855084491 798.987353199789
861.216496139946 896 859.392500281321
838.44372355964 838.417602899976 852.211330509651
844.492885730382 786.232829540393 850.904429995803
839.995001465641 807.096495551077 843.100604071435
859.745885544841 820.317126208818 766.659203263979
860.213080203003 797.193899420675 765.643602971188
848.868595221701 751.000485215657 777.232534053003
828.859497071631 778.483506016639 888.000933075232
825.556852471678 786.341455169149 890.222685122001
846.580810994371 771.750108910752 815.529629241751
828.234444592288 800.41704847323 748.143734536718
842.132389002321 766.316925791874 816.711463070563
849.391333820484 777.133325275142 845.18952254378
845.975587981822 744.975390467986 712.61530892255
872.976731201278 775.572948421643 782.33105397445
822.536791001541 805.429107457381 793.714574489778
830.693400663966 752.907162072732 704
815.917253620574 807.605172805129 786.25791960713
786.022426479377 792.952210820475 731.674506783023
769.450072047719 815.07177160404 781.071372123591
794.226467524192 815.229021847077 813.589082404886
772.958019799022 795.858206003711 835.286013035918
799.34413671848 757.120026015609 804.61507739591
791.695941389657 787.546981065689 834.885740569643
863.992865125923 793.347462733317 830.7145921318
828.896990884903 802.273597212203 750.45028316257
799.465721791064 764.55464117658 831.753951721499
860.634872391468 754.801215573013 814.543456917029
874.357619972526 775.466846494161 883.686411636345
856.381820892341 777.40112663863 847.291286649186
823.105030316452 749.839728793742 817.697206059926
830.571212948142 778.052174223729 724.336734711533
871.363164761946 811.345062233485 763.922680785063
850.90034996641 824.411389990188 809.723991618945
806.37450346035 807.704080224311 829.030211114922
823.374446885816 790.448782451415 770.285098812053
815.744529346014 775.358294251362 792.670118317878
785.464877408159 778.463449778239 819.396899806685
810.647195021685 797.161673167247 834.872724512462
759.039670368727 811.963339588229 790.929991149527
759.52259937708 788.722910379248 810.794728804977
773.894887279222 734.653077365985 808.092508770226
759.401305018152 718.856967432646 845.034746139614
756.16500134147 789.843145604724 797.419929723376
769.392379101673 780.334634410903 824.84634405722
780.937845607119 803.116898015158 846.973562525031
796.920454798222 752.409985660799 831.286807250446
800.767395627247 736.853671205925 834.162992688768
810.873719701898 779.56035149837 777.887035895724
818.564236695881 790.037469640521 739.667823651423
827.567173236965 811.676312646418 828.958420838512
804.755400724706 790.381308721565 796.382088528382
822.432684451205 782.890624690421 706.721288580093
815.146803141411 772.630206331225 790.558798240769
845.589519240663 737.436722059555 783.656537826684
790.16890284609 733.331531044831 881.246594743523
802.573023751267 822.50658924156 779.16243496779
790.602850861817 798.812530223322 802.744817231928
806.646171011306 798.119387357434 817.548418357469
833.693024099808 791.710781901451 816.638834647604
814.039168735487 770.247706893554 799.760851462987
770.067215586678 764.802569231819 732.48275805322
745.834770326264 779.986081670432 790.983665182012
788.22420343054 779.796264694001 748.913523633209
771.194073749021 850.141674563001 812.66399467337
796.206216690398 815.992686012919 765.628480045323
800.514563266169 849.548135112526 803.861428159811
801.661437278158 843.030866162189 774.489634908784
801.056184492781 810.466365090465 762.22713799231
776.008924522304 794.080224093692 810.13926942129
778.317191463024 772.206813346198 823.366573368803
795.290950767306 778.590233976741 787.014254390263
771.03867098826 787.350427080521 795.779070354322
752.548613836427 753.535305188015 805.12803911963
757.80018266619 796.069792370864 829.06482801783
778.411227173575 791.448478707047 829.020418408472
804.800542403192 824.244527941605 776.659216786386
825.978580684945 832.396915998516 791.485039684329
873.434410000628 801.03755549427 850.094781661418
834.120844933692 775.650351867627 783.815062738323
836.741895112834 791.804833316307 836.261012056206
814.621112750319 790.258792536107 765.858890438504
878.653244883422 766.293999698773 858.326413812636
837.202036153089 788.816856276147 833.329022837076
839.707860404671 785.073347464937 814.487525960806
