"nlrc" "nsrc" "wn"
793.047979221099 798.638990418152 752.612952398254
813.752584990624 797.47574627925 777.126331107307
795.517756742927 785.003983183208 870.568852403402
787.08614818985 823.86634756947 830.874647502521
791.152824128961 762.70007214556 813.198607889844
779.136332934649 810.435927323174 779.036058859014
756.070622121931 756.675896645856 829.126458119842
758.614167491528 766.212064987372 804.799102896812
743.964479022908 761.925619199486 818.941357795952
820.795383843275 788.631429952368 788.210044716648
807.899629471473 800.56796360007 755.72754385594
792.964949233464 819.906582013719 787.899187799814
790.87064892765 782.212695619214 760.270353559597
800.664802400236 791.809618182941 809.628919655593
806.911282843886 854.369263741952 743.360389741643
807.236383014142 854.005450449757 820.042420386035
819.279205345677 801.542183894713 824.804881524961
726.175582471265 770.863039352106 785.33125874936
739.696590558392 827.491401836801 778.43402120833
740.144178362826 837.432239979581 784.287558435285
716.314125193466 811.994052619359 770.111612578484
761.865601318248 837.898120548033 812.236988861451
781.968860289335 782.293957169328 808.159890992815
777.910929846208 780.286695290273 816.59212105946
774.366560280789 842.796065851826 798.527100964589
733.009544018453 835.057868933458 812.275698085317
760.287234501482 816.978006363713 818.132211240362
777.650721396602 830.139567970807 836.661133685408
741.241037279374 822.0922945362 779.31697168339
749.336735935832 804.353280307238 795.037811954545
743.936902887299 791.45781733503 789.412767811979
737.428493381683 792.00974699952 786.489010297264
755.260454825869 801.779899196287 829.517238755579
754.926719173396 807.781591012038 735.386184227772
753.337999506721 825.854926604053 796.591985689271
750.163738572353 781.952222035224 719.376218994126
746.788489532297 789.748174310171 772.633984749187
770.505471472324 771.696836340042 813.611003953889
750.746645655025 822.486018692532 736.235985321109
752.593235492091 811.356065067894 834.273136522762
718.568859167996 809.408459190461 832.530112191886
742.446831020962 777.566785902009 744.934491423255
728.726100615374 766.255112448753 854.11933963974
715.782666676815 736.804565898143 844.126628884964
759.241051865611 714.249184111396 864.59997221293
769.692184214504 751.331254712602 795.451810508933
730.597328357957 799.202405299159 827.675137645879
731.089224848944 772.616829297749 858.211608067373
749.1995839607 768.912002403836 800.17649717249
758.182102434153 788.984840491168 779.130855016315
738.714678509367 810.768925926557 776.682846044453
734.897025225803 775.410125739555 795.378700959515
740.841775850558 758.770300026028 832.056702778959
752.322144101638 816.363781533634 852.762890437451
729.9863588251 838.898884358386 784.109318955092
752.650006900369 861.51440770998 732.558239357541
756.245741300641 811.404657072362 750.319596559697
784.115667059561 818.631674692962 849.706081128967
770.873230906365 791.297700042667 850.429209426636
796.866779768808 784.66899413181 750.755501713544
769.329262153224 809.237561996517 750.422304073151
731.042044322221 797.768960634912 791.726802850469
805.211440048966 790.404937629845 812.662607708865
728.383893033634 830.993078228663 795.453644548378
743.009522845918 856.244339826629 793.584227342446
737.110154365907 838.35103999097 827.512105422426
799.203446634271 803.34402287615 780.989530581903
767.253499021744 780.311536706563 735.956581008637
767.032602114734 747.272239004965 857.29519398154
790.518325175708 761.373470535318 772.078108451815
789.629452744188 803.540009314095 808.166740787237
739.873090739445 823.491544590442 838.276934974059
720.664164714394 831.309374250933 816.368962760618
719.514073604725 829.00786058332 796.078139816513
716.585686841668 868.954558765903 804.266763261022
781.395399170179 895.435070513267 745.121316276642
728.630563829209 849.421084530171 801.751231509755
757.851110619732 896 736.726466894872
766.000632030028 880.413413010547 765.10012178345
805.339461631429 840.125115305973 804.050934491454
767.068883519465 803.326068861171 774.269446585217
756.675525188998 765.599159616585 743.252730868153
780.305326767337 809.55019327718 778.470232941394
769.60729776973 809.131761240717 789.503333814785
793.283639440877 836.607930102592 797.343375247469
766.723289187697 828.377049157404 765.196882802762
747.141729136802 836.030007648391 834.651538536028
747.273635851198 806.296139429342 817.029850055803
707.030825445558 824.752610169632 794.433018765967
751.327285413666 800.137016538658 790.78969905857
725.030434659165 735.645491024664 803.789338872422
729.726453348947 755.330496502935 803.805352725066
715.57818525272 829.877689394709 812.001923824538
704 838.60580724682 788.015016110289
754.471268310985 769.744063220545 740.79752005154
769.626510640471 768.720044701225 845.970141686145
792.906384428466 755.881509539416 731.437397661843
799.162561547146 754.079116973316 809.764385207249
768.188131593507 809.624228485349 823.405853411501
751.558303946286 783.087277490699 773.224378228117
752.798767246449 772.805395490773 775.570220375237
749.079039068473 778.194663738657 837.167878968525
738.369914257261 790.112268739269 796.845602213807
732.940990369044 754.134306762593 811.527022386463
719.44485239173 754.574876242352 800.60798714452
743.610086045752 762.536351182612 778.529761726921
775.268023782703 764.812520180217 750.206162069474
741.446562518969 758.451055312671 826.53953184491
739.904137541424 757.650087908913 816.303401633692
780.990196780818 787.196577983021 744.808008773977
796.378808477523 790.633939357659 774.161499704818
762.954386516001 773.345372971657 790.944631063632
744.979793040001 795.56091251587 811.092679623698
