"nlrc" "nsrc" "wn"
839.970067983516 747.959771554173 800.578103350678
841.018953840208 776.460004537838 813.391393087134
850.83935875577 767.885451945141 868.148192531545
844.539680791335 812.479793611292 804.877311763997
793.939608949085 814.719995485393 804.464384791831
776.859065315684 751.403139483695 796.915803646878
808.25174906765 704.605828894821 837.719021556372
814.945913989165 708.702399285565 733.515804205683
806.465264891653 714.757366024593 778.771520973159
775.683953496235 761.888374278272 824.007225484938
766.668891088682 782.672925900085 773.160860244694
754.895914430563 787.630324692796 803.65195921728
796.376944364074 844.70390014535 782.34428262731
794.634311784507 776.343107977182 833.67846120975
821.052385141749 789.614602496997 790.455919877088
855.421530209793 819.523178699572 808.639557418079
764.360019757803 764.815242182279 813.066266278251
896 771.707167230698 787.462181884618
793.674951162239 729.083410088609 812.69577347978
767.116481993054 768.532736401231 791.492594170849
838.845680390471 712.582556639312 791.086122963942
843.176833524755 788.612608515797 847.557789168708
795.504586089406 760.676677572777 814.243352031988
770.068364162158 786.81733117523 787.436378474313
760.119260849917 704 789.792585319753
822.116997264805 754.705104505313 781.397702876611
796.68548216529 790.678868848733 841.416428319387
864.041013602563 788.974902360303 768.571476192474
831.713648367628 797.173579361084 815.477924803986
861.020521737955 839.486905736104 799.819078527771
829.445049489219 863.182137307065 825.096332681424
870.125649353857 822.559753761217 816.293643679889
847.957652390025 818.821665626523 831.243276608882
848.512372515914 823.147186248886 827.822698019671
848.955275086102 828.31363161516 759.253145421352
823.496794615214 802.540105692148 812.123016357358
791.307032729927 868.197513627087 788.081762163851
770.367776682767 870.258541968114 807.888724525586
817.408279807959 855.234574423168 789.976020446288
789.693357208946 795.90677739333 804.022823314457
816.868010566664 795.351912832479 865.1651994645
805.454363268103 757.963850233772 711.941870369455
806.709714751921 818.499689393181 836.898707136735
751.332872305297 782.299295012593 806.534029242284
766.470204229575 777.684750262216 791.343623521228
723.588981091612 792.98197734322 832.430801248103
807.515399492571 779.507150795938 851.222279055852
827.566931142176 778.560513225247 759.676854580758
841.34410878894 775.161501685206 773.830051706819
809.171443119162 718.449034231587 806.957926819899
761.259632585627 787.878433653148 849.428115016309
829.892231060006 800.247488169353 825.321265105739
793.937997170895 773.074063201762 852.813384652479
777.767493552546 779.623420650282 889.198564517676
764.549642946759 783.546169207846 881.470034706406
759.935663871366 776.043518432599 779.415215580855
802.558309606282 798.131683841264 778.405141785126
847.400413550147 782.658597632717 773.664498982985
841.376298471929 836.571204637367 813.149041668674
852.063586041265 811.091349738075 825.440348065609
805.482813078919 854.046417434527 708.006067854836
838.174193212926 802.504379602443 815.701552636103
830.238514699399 840.221775447874 795.957223027787
842.739548208268 837.274348842048 815.023591845729
847.845953712126 838.795406069758 821.941211241364
808.7847875439 864.779228445028 778.810687353618
824.800427721326 783.150939273161 832.25807763791
833.183195011018 788.013043469858 835.335626719922
823.001987491096 794.808692327529 846.878870087593
852.791294765019 812.698280415508 758.084587183509
842.335467755038 757.156570282617 813.99134962197
813.752760521023 803.220082098475 775.368697145429
814.727515549055 828.542840497953 781.662587363607
704 851.941251570631 746.194804615769
