"nlrc" "nsrc" "wn"
803.475285662768 844.966206845043 792.96919798129
791.082191564395 841.462796877006 806.24956641895
783.461544163368 838.877110810198 824.022638610641
794.510231048326 851.186064450989 820.24159451443
745.432204737217 780.855563830281 778.030690548005
793.37127339134 801.810883102198 761.162808722949
799.979032158394 776.83927048262 833.515939629889
820.16961192586 822.641000617734 842.049216818369
839.611938398052 808.413400056041 854.616315356393
807.014218880795 853.288351769407 749.28620908019
841.418256115022 834.51930638268 785.028871227183
838.494845894512 847.514932515988 749.180623533877
829.662582287062 780.245816710892 812.973357394177
865.847738263942 798.201588357403 810.159499896113
792.048823842568 838.081086997769 834.097734817961
784.088153458442 811.616398595412 767.654196413167
779.438289557119 795.469419003363 767.111743820099
804.908531745376 754.046226162693 792.640594774207
760.120935094119 824.427361590154 802.682428325287
784.803507844424 802.187608960073 741.380841871195
753.677172934727 773.419346057387 771.693300885052
783.539371985172 808.711297925228 775.829473455278
787.301248158959 807.74545350491 777.126678445439
727.05199967538 830.3123669183 708.600146546479
803.320512896733 799.91563418508 792.671816654125
770.602307108797 868.712121667818 738.611529548459
787.955491570407 825.065320707241 808.785116814796
704 830.624557364323 815.495006610588
763.549763729064 813.496991364862 810.82741431624
778.01417577499 792.726886366032 807.478278435917
756.391768801694 769.3559138438 793.911170967915
736.217403554878 772.507219684339 772.792852924522
775.327202592117 811.488724090683 821.125472428775
802.756490984158 778.031536302621 761.953166318931
808.216605806249 806.318518928443 733.718804212733
797.052285619359 795.438623549315 756.08065110231
801.583930208524 814.829138429199 881.461273516996
796.254924823373 841.497970598204 709.831497557135
767.151809901348 792.597259524557 768.022027757925
749.322975766319 755.534970745538 751.935123839944
776.012756636876 784.437797896866 868.862118176082
749.709862156193 730.462453626769 829.051123932652
771.264385463846 791.574736694092 797.850584106935
801.128091196895 801.650422874081 855.176742391331
755.481704583242 804.112987628492 859.37195893611
812.673459969854 761.052867158622 731.969399152875
801.378464809844 837.385570135062 832.990414042219
857.781451578867 845.381284152582 825.29301662978
850.200849223432 832.925333158731 735.441391780704
827.995877342692 784.74165752298 794.946933149356
